Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Match_Type,Match_ID,Bowler,Player_ID
9,0,48,0,5.43,0.00,0.00,England,Manchester,09/19/17,ODI ,3911,Ashley Nurse,315594
0,0,0,0,0.00,0.00,0.00,England,Nottingham,09/21/17,ODI ,3913,Ashley Nurse,315594
8,0,59,1,7.37,59.00,48.00,England,Bristol,09/24/17,ODI ,3915,Ashley Nurse,315594
3,0,39,0,13.00,0.00,0.00,England,The Oval,09/27/17,ODI ,3916,Ashley Nurse,315594
8,0,56,0,7.00,0.00,0.00,England,Southampton,09/29/17,ODI ,3918,Ashley Nurse,315594
10,0,55,2,5.50,27.50,30.00,New Zealand,Whangarei,12/20/17,ODI ,3943,Ashley Nurse,315594
10,0,45,0,4.50,0.00,0.00,New Zealand,Christchurch,12/23/17,ODI ,3944,Ashley Nurse,315594
2,0,26,0,13.00,0.00,0.00,New Zealand,Christchurch,12/26/17,ODI ,3945,Ashley Nurse,315594
9,0,61,0,6.77,0.00,0.00,U.A.E.,Harare,03/06/18,ODI ,3987,Ashley Nurse,315594
6,0,31,1,5.16,31.00,36.00,P.N.G.,Harare,03/08/18,ODI ,3991,Ashley Nurse,315594
7,0,29,0,4.14,0.00,0.00,Ireland,Harare,03/10/18,ODI ,3993,Ashley Nurse,315594
9,0,39,1,4.33,39.00,54.00,Afghanistan,Harare,03/15/18,ODI ,3997,Ashley Nurse,315594
4,0,28,0,7.00,0.00,0.00,Zimbabwe,Harare,03/19/18,ODI ,4002,Ashley Nurse,315594
9,0,35,2,3.75,17.50,28.00,Scotland,Harare,03/21/18,ODI ,4004,Ashley Nurse,315594
10,2,31,0,3.10,0.00,0.00,Afghanistan,Harare,03/25/18,ODI ,4007,Ashley Nurse,315594
10,0,39,0,3.90,0.00,0.00,Bangladesh,Providence,07/22/18,ODI ,4022,Ashley Nurse,315594
10,0,34,1,3.40,34.00,60.00,Bangladesh,Providence,07/25/18,ODI ,4023,Ashley Nurse,315594
10,1,53,2,5.30,26.50,30.00,Bangladesh,Basseterre,07/28/18,ODI ,4024,Ashley Nurse,315594
7,0,63,0,9.00,0.00,0.00,India,Guwahati,10/21/18,ODI ,4056,Ashley Nurse,315594
10,0,46,2,4.60,23.00,30.00,India,Visakhapatnam,10/24/18,ODI ,4059,Ashley Nurse,315594
10,0,43,2,4.30,21.50,30.00,India,Pune,10/27/18,ODI ,4062,Ashley Nurse,315594
8,0,57,1,7.12,57.00,48.00,India,Mumbai (BS),10/29/18,ODI ,4063,Ashley Nurse,315594
10,0,69,0,6.90,0.00,0.00,England,Bridgetown,02/20/19,ODI ,4096,Ashley Nurse,315594
6,0,28,0,4.66,0.00,0.00,England,Bridgetown,02/22/19,ODI ,4097,Ashley Nurse,315594
0,0,0,0,0.00,0.00,0.00,England,St George's,02/25/19,ODI ,4098,Ashley Nurse,315594
10,0,68,1,6.80,68.00,60.00,England,St George's,02/27/19,ODI ,4099,Ashley Nurse,315594
4,0,24,0,6.00,0.00,0.00,England,Gros Islet,03/02/19,ODI ,4103,Ashley Nurse,315594
7,0,51,4,6.65,12.75,11.50,Ireland,Dublin,05/05/19,ODI ,4128,Ashley Nurse,315594
7,0,46,0,6.57,0.00,0.00,Bangladesh,Dublin,05/07/19,ODI ,4129,Ashley Nurse,315594
4,0,37,0,9.25,0.00,0.00,Ireland,Dublin (Malahide),05/11/19,ODI ,4132,Ashley Nurse,315594
10,0,53,3,5.30,17.66,20.00,Bangladesh,Dublin (Malahide),05/13/19,ODI ,4134,Ashley Nurse,315594
3,0,35,0,11.66,0.00,0.00,Bangladesh,Dublin (Malahide),05/17/19,ODI ,4137,Ashley Nurse,315594
0,0,0,0,0.00,0.00,0.00,Pakistan,Abu Dhabi,10/05/16,ODI ,3789,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Harare,11/16/16,ODI ,3805,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,Zimbabwe,Bulawayo,11/19/16,ODI ,3806,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Bulawayo,11/23/16,ODI ,3808,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,Zimbabwe,Bulawayo,11/25/16,ODI ,3809,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,England,North Sound,03/03/17,ODI ,3845,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,England,North Sound,03/05/17,ODI ,3848,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,England,Bridgetown,03/09/17,ODI ,3849,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,Pakistan,Providence,04/07/17,ODI ,3861,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,Pakistan,Providence,04/09/17,ODI ,3862,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,Pakistan,Providence,04/11/17,ODI ,3863,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,Afghanistan,Gros Islet,06/09/17,ODI ,3884,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,Afghanistan,Gros Islet,06/11/17,ODI ,3887,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,Afghanistan,Gros Islet,06/14/17,ODI ,3890,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,India,Port of Spain,06/23/17,ODI ,3895,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,India,Port of Spain,06/25/17,ODI ,3896,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,India,North Sound,06/30/17,ODI ,3898,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,India,North Sound,07/02/17,ODI ,3900,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,India,Kingston,07/06/17,ODI ,3902,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,England,Manchester,09/19/17,ODI ,3911,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,England,Nottingham,09/21/17,ODI ,3913,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,England,Bristol,09/24/17,ODI ,3915,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,England,The Oval,09/27/17,ODI ,3916,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,New Zealand,Whangarei,12/20/17,ODI ,3943,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,New Zealand,Christchurch,12/23/17,ODI ,3944,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,U.A.E.,Harare,03/06/18,ODI ,3987,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,P.N.G.,Harare,03/08/18,ODI ,3991,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,Ireland,Harare,03/10/18,ODI ,3993,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,Afghanistan,Harare,03/15/18,ODI ,3997,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,Zimbabwe,Harare,03/19/18,ODI ,4002,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,Scotland,Harare,03/21/18,ODI ,4004,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,Afghanistan,Harare,03/25/18,ODI ,4007,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,Bangladesh,Providence,07/22/18,ODI ,4022,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,Bangladesh,Providence,07/25/18,ODI ,4023,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,Bangladesh,Basseterre,07/28/18,ODI ,4024,Evin Lewis,431901
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Harare,11/16/16,ODI ,3805,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,Zimbabwe,Bulawayo,11/19/16,ODI ,3806,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Bulawayo,11/23/16,ODI ,3808,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,Zimbabwe,Bulawayo,11/25/16,ODI ,3809,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,England,North Sound,03/03/17,ODI ,3845,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,England,North Sound,03/05/17,ODI ,3848,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,England,Bridgetown,03/09/17,ODI ,3849,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,Pakistan,Providence,04/07/17,ODI ,3861,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,Pakistan,Providence,04/09/17,ODI ,3862,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,Pakistan,Providence,04/11/17,ODI ,3863,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,Afghanistan,Gros Islet,06/09/17,ODI ,3884,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,Afghanistan,Gros Islet,06/11/17,ODI ,3887,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,Afghanistan,Gros Islet,06/14/17,ODI ,3890,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,India,Port of Spain,06/23/17,ODI ,3895,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,India,Port of Spain,06/25/17,ODI ,3896,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,India,North Sound,06/30/17,ODI ,3898,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,India,North Sound,07/02/17,ODI ,3900,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,India,Kingston,07/06/17,ODI ,3902,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,England,Manchester,09/19/17,ODI ,3911,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,England,Nottingham,09/21/17,ODI ,3913,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,England,Bristol,09/24/17,ODI ,3915,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,England,The Oval,09/27/17,ODI ,3916,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,England,Southampton,09/29/17,ODI ,3918,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,New Zealand,Whangarei,12/20/17,ODI ,3943,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,New Zealand,Christchurch,12/23/17,ODI ,3944,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,New Zealand,Christchurch,12/26/17,ODI ,3945,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,U.A.E.,Harare,03/06/18,ODI ,3987,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,P.N.G.,Harare,03/08/18,ODI ,3991,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,Ireland,Harare,03/10/18,ODI ,3993,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,Afghanistan,Harare,03/15/18,ODI ,3997,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,Zimbabwe,Harare,03/19/18,ODI ,4002,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,Scotland,Harare,03/21/18,ODI ,4004,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,Afghanistan,Harare,03/25/18,ODI ,4007,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,Bangladesh,Providence,07/22/18,ODI ,4022,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,Bangladesh,Providence,07/25/18,ODI ,4023,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,Bangladesh,Basseterre,07/28/18,ODI ,4024,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,India,Guwahati,10/21/18,ODI ,4056,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,India,Visakhapatnam,10/24/18,ODI ,4059,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,India,Pune,10/27/18,ODI ,4062,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,India,Mumbai (BS),10/29/18,ODI ,4063,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,India,Thiruvananthapuram,11/01/18,ODI ,4064,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,Bangladesh,Dhaka,12/09/18,ODI ,4071,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,Bangladesh,Dhaka,12/11/18,ODI ,4072,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,Bangladesh,Sylhet,12/14/18,ODI ,4073,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,England,Bridgetown,02/20/19,ODI ,4096,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,England,Bridgetown,02/22/19,ODI ,4097,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,England,St George's,02/25/19,ODI ,4098,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,England,St George's,02/27/19,ODI ,4099,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,England,Gros Islet,03/02/19,ODI ,4103,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,Ireland,Dublin,05/05/19,ODI ,4128,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,Bangladesh,Dublin,05/07/19,ODI ,4129,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,Ireland,Dublin (Malahide),05/11/19,ODI ,4132,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,Bangladesh,Dublin (Malahide),05/13/19,ODI ,4134,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,Bangladesh,Dublin (Malahide),05/17/19,ODI ,4137,Shai Hope,581379
0,0,0,0,0.00,0.00,0.00,New Zealand,Whangarei,12/20/17,ODI ,3943,Shimron Hetmyer,670025
0,0,0,0,0.00,0.00,0.00,New Zealand,Christchurch,12/23/17,ODI ,3944,Shimron Hetmyer,670025
0,0,0,0,0.00,0.00,0.00,U.A.E.,Harare,03/06/18,ODI ,3987,Shimron Hetmyer,670025
0,0,0,0,0.00,0.00,0.00,P.N.G.,Harare,03/08/18,ODI ,3991,Shimron Hetmyer,670025
0,0,0,0,0.00,0.00,0.00,Ireland,Harare,03/10/18,ODI ,3993,Shimron Hetmyer,670025
0,0,0,0,0.00,0.00,0.00,Afghanistan,Harare,03/15/18,ODI ,3997,Shimron Hetmyer,670025
0,0,0,0,0.00,0.00,0.00,Zimbabwe,Harare,03/19/18,ODI ,4002,Shimron Hetmyer,670025
0,0,0,0,0.00,0.00,0.00,Scotland,Harare,03/21/18,ODI ,4004,Shimron Hetmyer,670025
0,0,0,0,0.00,0.00,0.00,Afghanistan,Harare,03/25/18,ODI ,4007,Shimron Hetmyer,670025
0,0,0,0,0.00,0.00,0.00,Bangladesh,Providence,07/22/18,ODI ,4022,Shimron Hetmyer,670025
0,0,0,0,0.00,0.00,0.00,Bangladesh,Providence,07/25/18,ODI ,4023,Shimron Hetmyer,670025
0,0,0,0,0.00,0.00,0.00,Bangladesh,Basseterre,07/28/18,ODI ,4024,Shimron Hetmyer,670025
0,0,0,0,0.00,0.00,0.00,India,Guwahati,10/21/18,ODI ,4056,Shimron Hetmyer,670025
0,0,0,0,0.00,0.00,0.00,India,Visakhapatnam,10/24/18,ODI ,4059,Shimron Hetmyer,670025
0,0,0,0,0.00,0.00,0.00,India,Pune,10/27/18,ODI ,4062,Shimron Hetmyer,670025
0,0,0,0,0.00,0.00,0.00,India,Mumbai (BS),10/29/18,ODI ,4063,Shimron Hetmyer,670025
0,0,0,0,0.00,0.00,0.00,India,Thiruvananthapuram,11/01/18,ODI ,4064,Shimron Hetmyer,670025
0,0,0,0,0.00,0.00,0.00,Bangladesh,Dhaka,12/09/18,ODI ,4071,Shimron Hetmyer,670025
0,0,0,0,0.00,0.00,0.00,Bangladesh,Dhaka,12/11/18,ODI ,4072,Shimron Hetmyer,670025
0,0,0,0,0.00,0.00,0.00,Bangladesh,Sylhet,12/14/18,ODI ,4073,Shimron Hetmyer,670025
0,0,0,0,0.00,0.00,0.00,England,Bridgetown,02/20/19,ODI ,4096,Shimron Hetmyer,670025
0,0,0,0,0.00,0.00,0.00,England,Bridgetown,02/22/19,ODI ,4097,Shimron Hetmyer,670025
0,0,0,0,0.00,0.00,0.00,England,St George's,02/25/19,ODI ,4098,Shimron Hetmyer,670025
0,0,0,0,0.00,0.00,0.00,England,St George's,02/27/19,ODI ,4099,Shimron Hetmyer,670025
0,0,0,0,0.00,0.00,0.00,England,Gros Islet,03/02/19,ODI ,4103,Shimron Hetmyer,670025
9,1,43,1,4.77,43.00,54.00,Australia,Bridgetown,06/21/16,ODI ,3752,Shannon Gabriel,446101
5,1,17,3,3.40,5.66,10.00,South Africa,Bridgetown,06/24/16,ODI ,3754,Shannon Gabriel,446101
7,0,58,2,8.28,29.00,21.00,Australia,Bridgetown,06/26/16,ODI ,3756,Shannon Gabriel,446101
8,0,53,1,6.62,53.00,48.00,Pakistan,Sharjah,09/30/16,ODI ,3784,Shannon Gabriel,446101
5,0,37,0,7.40,0.00,0.00,Pakistan,Abu Dhabi,10/05/16,ODI ,3789,Shannon Gabriel,446101
8,0,31,3,3.79,10.33,16.30,Sri Lanka,Harare,11/16/16,ODI ,3805,Shannon Gabriel,446101
10,0,45,2,4.50,22.50,30.00,Zimbabwe,Bulawayo,11/19/16,ODI ,3806,Shannon Gabriel,446101
5,0,29,1,5.80,29.00,30.00,Sri Lanka,Bulawayo,11/23/16,ODI ,3808,Shannon Gabriel,446101
10,0,58,2,5.80,29.00,30.00,England,North Sound,03/03/17,ODI ,3845,Shannon Gabriel,446101
3,0,17,1,5.66,17.00,18.00,England,North Sound,03/05/17,ODI ,3848,Shannon Gabriel,446101
10,0,69,0,6.90,0.00,0.00,Pakistan,Providence,04/07/17,ODI ,3861,Shannon Gabriel,446101
10,1,50,2,5.00,25.00,30.00,Pakistan,Providence,04/09/17,ODI ,3862,Shannon Gabriel,446101
10,0,60,2,6.00,30.00,30.00,Pakistan,Providence,04/11/17,ODI ,3863,Shannon Gabriel,446101
8,2,21,1,2.62,21.00,48.00,Afghanistan,Gros Islet,06/09/17,ODI ,3884,Shannon Gabriel,446101
7,0,25,2,3.26,12.50,23.00,Afghanistan,Gros Islet,06/11/17,ODI ,3887,Shannon Gabriel,446101
10,0,57,0,5.70,0.00,0.00,New Zealand,Whangarei,12/20/17,ODI ,3943,Shannon Gabriel,446101
10,0,75,0,7.50,0.00,0.00,New Zealand,Christchurch,12/23/17,ODI ,3944,Shannon Gabriel,446101
4,0,37,0,9.25,0.00,0.00,New Zealand,Christchurch,12/26/17,ODI ,3945,Shannon Gabriel,446101
8,0,44,3,5.50,14.66,16.00,Ireland,Dublin,05/05/19,ODI ,4128,Shannon Gabriel,446101
10,0,58,1,5.80,58.00,60.00,Bangladesh,Dublin,05/07/19,ODI ,4129,Shannon Gabriel,446101
10,1,47,2,4.70,23.50,30.00,Ireland,Dublin (Malahide),05/11/19,ODI ,4132,Shannon Gabriel,446101
3,0,30,2,10.00,15.00,9.00,Bangladesh,Dublin (Malahide),05/17/19,ODI ,4137,Shannon Gabriel,446101
10,0,52,0,5.20,0.00,0.00,India,Pune,10/27/18,ODI ,4062,Fabian Allen,670013
8,0,52,0,6.50,0.00,0.00,India,Mumbai (BS),10/29/18,ODI ,4063,Fabian Allen,670013
1,0,5,0,5.00,0.00,0.00,India,Thiruvananthapuram,11/01/18,ODI ,4064,Fabian Allen,670013
4,0,22,0,5.50,0.00,0.00,Bangladesh,Sylhet,12/14/18,ODI ,4073,Fabian Allen,670013
3,0,19,0,6.33,0.00,0.00,Ireland,Dublin (Malahide),05/11/19,ODI ,4132,Fabian Allen,670013
3,0,11,0,3.66,0.00,0.00,Bangladesh,Dublin (Malahide),05/13/19,ODI ,4134,Fabian Allen,670013
4,0,37,1,9.25,37.00,24.00,Bangladesh,Dublin (Malahide),05/17/19,ODI ,4137,Fabian Allen,670013
6,0,39,2,6.50,19.50,18.00,South Africa,Port Elizabeth,01/25/15,ODI ,3591,Sheldon Cottrell,495551
7,0,68,0,9.71,0.00,0.00,South Africa,Centurion,01/28/15,ODI ,3593,Sheldon Cottrell,495551
10,0,62,3,6.20,20.66,20.00,New Zealand,Christchurch,12/23/17,ODI ,3944,Sheldon Cottrell,495551
6,0,19,2,3.16,9.50,18.00,New Zealand,Christchurch,12/26/17,ODI ,3945,Sheldon Cottrell,495551
4,0,22,0,4.71,0.00,0.00,U.A.E.,Harare,03/06/18,ODI ,3987,Sheldon Cottrell,495551
9,0,59,1,6.55,59.00,54.00,Bangladesh,Basseterre,07/28/18,ODI ,4024,Sheldon Cottrell,495551
9,0,46,5,5.11,9.20,10.80,England,Bridgetown,02/22/19,ODI ,4097,Sheldon Cottrell,495551
0,0,0,0,0.00,0.00,0.00,England,St George's,02/25/19,ODI ,4098,Sheldon Cottrell,495551
9,0,64,1,7.11,64.00,54.00,England,St George's,02/27/19,ODI ,4099,Sheldon Cottrell,495551
4,0,23,1,5.75,23.00,24.00,England,Gros Islet,03/02/19,ODI ,4103,Sheldon Cottrell,495551
6,1,33,1,5.50,33.00,36.00,Ireland,Dublin,05/05/19,ODI ,4128,Sheldon Cottrell,495551
7,0,47,0,6.71,0.00,0.00,Bangladesh,Dublin,05/07/19,ODI ,4129,Sheldon Cottrell,495551
10,1,67,1,6.70,67.00,60.00,Ireland,Dublin (Malahide),05/11/19,ODI ,4132,Sheldon Cottrell,495551
9,0,38,0,4.07,0.00,0.00,Bangladesh,Dublin (Malahide),05/13/19,ODI ,4134,Sheldon Cottrell,495551
0,0,0,0,0.00,0.00,0.00,India,Kingston,06/26/09,ODI ,2852,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,India,Kingston,06/28/09,ODI ,2853,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,India,Gros Islet,07/03/09,ODI ,2854,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,India,Gros Islet,07/05/09,ODI ,2855,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Zimbabwe,Kingstown,03/14/10,ODI ,2976,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Canada,Kingston,04/13/10,ODI ,2977,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Ireland,Kingston,04/15/10,ODI ,2978,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,South Africa,Roseau,05/28/10,ODI ,2982,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,South Africa,Roseau,05/30/10,ODI ,2984,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,South Africa,Port of Spain,06/03/10,ODI ,2987,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Colombo (SSC),01/31/11,ODI ,3092,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Colombo (SSC),02/03/11,ODI ,3096,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Colombo (SSC),02/06/11,ODI ,3099,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,South Africa,Delhi,02/24/11,ODI ,3106,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Netherlands,Delhi,02/28/11,ODI ,3112,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Bangladesh,Dhaka,03/04/11,ODI ,3118,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Ireland,Mohali,03/11/11,ODI ,3126,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,England,Chennai,03/17/11,ODI ,3135,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,India,Chennai,03/20/11,ODI ,3141,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Pakistan,Dhaka,03/23/11,ODI ,3142,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Pakistan,Gros Islet,04/23/11,ODI ,3152,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Pakistan,Gros Islet,04/25/11,ODI ,3153,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Pakistan,Bridgetown,04/28/11,ODI ,3154,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Pakistan,Bridgetown,05/02/11,ODI ,3155,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Pakistan,Providence,05/05/11,ODI ,3156,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,India,Port of Spain,06/06/11,ODI ,3159,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,India,North Sound,06/13/11,ODI ,3162,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,India,Kingston,06/16/11,ODI ,3163,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Bangladesh,Dhaka,10/13/11,ODI ,3198,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Bangladesh,Dhaka,10/15/11,ODI ,3200,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Bangladesh,Chattogram,10/18/11,ODI ,3202,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,India,Cuttack,11/29/11,ODI ,3217,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,India,Visakhapatnam,12/02/11,ODI ,3219,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,India,Ahmedabad,12/05/11,ODI ,3221,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Australia,Kingstown,03/16/12,ODI ,3262,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Australia,Kingstown,03/18/12,ODI ,3264,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Australia,Kingstown,03/20/12,ODI ,3266,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Australia,Gros Islet,03/23/12,ODI ,3268,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Australia,Gros Islet,03/25/12,ODI ,3269,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,England,Southampton,06/16/12,ODI ,3276,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Bangladesh,Khulna,11/30/12,ODI ,3309,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Bangladesh,Khulna,12/02/12,ODI ,3310,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Bangladesh,Dhaka,12/05/12,ODI ,3311,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Bangladesh,Dhaka,12/07/12,ODI ,3312,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Bangladesh,Dhaka,12/08/12,ODI ,3313,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Australia,Perth,02/01/13,ODI ,3330,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Australia,Perth,02/03/13,ODI ,3331,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Australia,Canberra,02/06/13,ODI ,3332,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Australia,Sydney,02/08/13,ODI ,3333,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Australia,Melbourne,02/10/13,ODI ,3334,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Zimbabwe,St George's,02/22/13,ODI ,3337,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Zimbabwe,St George's,02/24/13,ODI ,3339,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Zimbabwe,St George's,02/26/13,ODI ,3340,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Pakistan,The Oval,06/07/13,ODI ,3364,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,India,The Oval,06/11/13,ODI ,3368,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,South Africa,Cardiff,06/14/13,ODI ,3371,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Kingston,06/28/13,ODI ,3378,Darren Bravo,277472
0,0,0,0,0.00,0.00,0.00,India,Kingston,06/30/13,ODI ,3380,Darren Bravo,277472
